one,two,three,four,key
0.848309121,0.113493407,0.369789356,0.495641779,R
0.160703665,0.308272322,0.850099203,0.987415998,Q
0.158871749,0.967732094,0.83248295,0.618505101,D
0.703642807,0.91395623,0.566146011,0.28481374,H
0.270982476,0.707414166,0.433681649,0.599605006,J
0.804562207,0.810638987,0.427656938,0.405632949,F
0.538812781,0.214976746,0.056042595,0.597100507,L
0.790224281,0.852345489,0.948926919,0.356640648,B
0.849261124,0.04589332,0.507487085,0.512744613,G
0.134597076,0.409831503,0.164975519,0.667952147,R
0.938973351,0.680515278,0.881917003,0.062767477,Q
0.515999913,0.06660408,0.964705745,0.683627002,D
0.031309283,0.644259898,0.244922388,0.336119035,H
0.54734247,0.076652441,0.013984346,0.252970511,J
0.129570795,0.592949435,0.583384331,0.420562371,F
0.086546056,0.464507513,0.223372937,0.371445256,L
0.841829837,0.252064443,0.975520321,0.499820715,B
0.836707108,0.507988954,0.648498202,0.175419771,G
0.586499974,0.610051512,0.664680083,0.471251829,R
0.409984953,0.311744833,0.438870793,0.215837198,Q
0.32031644,0.306803286,0.992623931,0.436914527,D
0.391667342,0.255881398,0.472294623,0.914292468,H
0.460743317,0.359504022,0.322673697,0.994997635,J
0.849401135,0.811524506,0.465644193,0.925094877,F
0.084716059,0.046612574,0.443994788,0.932977136,L
0.071800786,0.714524724,0.869817701,0.781443203,B
0.064662833,0.899985815,0.451784806,0.712670338,G
0.111529591,0.950408055,0.132393785,0.739431537,R
0.217563389,0.105014787,0.033529763,0.39866414,Q
0.723492049,0.838488083,0.694074674,0.156743812,D
0.1911171,0.780613001,0.843649016,0.72293334,H
0.416236333,0.379335104,0.659477438,0.169951779,J
0.995175957,0.899208346,0.655138646,0.847234252,F
0.879329359,0.037827522,0.232373022,0.585976537,L
0.683550399,0.254560417,0.554855783,0.317470502,B
0.737161724,0.038048317,0.395498817,0.612762655,G
0.237850379,0.139383447,0.282603289,0.73049693,R
0.649519023,0.947417455,0.667737963,0.241891334,Q
0.484461983,0.377341323,0.348233794,0.401082819,D
0.364103505,0.263925215,0.08687714,0.436299642,H
0.128645721,0.587583688,0.743367834,0.026145971,J
0.78611502,0.196580523,0.182754332,0.95283794,F
0.593161843,0.856450609,0.205611945,0.474672028,L
0.457842471,0.896881548,0.491434754,0.864295176,B
0.518681293,0.285016711,0.023472884,0.000421449,G
0.436556182,0.263858271,0.382179896,0.290493877,R
0.503171117,0.521725926,0.044943415,0.839863726,Q
0.728805138,0.569606756,0.842031371,0.564177577,D
0.655769344,0.057012487,0.843853332,0.105203031,H
0.25973614,0.082883017,0.230740242,0.916017073,J
0.476258695,0.756833329,0.298266078,0.227181042,F
0.788710981,0.633069759,0.897922067,0.454230366,L
0.108482651,0.379291467,0.300127362,0.786165358,B
0.973157446,0.404969911,0.673065561,0.683627153,G
0.444812654,0.737102965,0.780493743,0.94067361,R
0.015064789,0.893530772,0.86958619,0.030980962,Q
0.763481983,0.064888524,0.376345301,0.506067764,D
0.338456984,0.663998049,0.753030034,0.003550432,H
0.108219382,0.046044263,0.346231944,0.572254906,J
0.793692876,0.475282036,0.467440941,0.837510642,F
0.875938389,0.203828671,0.922412214,0.235184226,L
0.10918688,0.823422144,0.950163712,0.970703041,B
0.380683457,0.974663925,0.483840012,0.307987219,G
0.904575622,0.400415398,0.790344052,0.927279,R
0.48150521,0.271474601,0.632556168,0.125089386,Q
0.953437956,0.077149315,0.022916603,0.74028845,D
0.076042082,0.770654036,0.098346966,0.417363578,H
0.758689619,0.505081636,0.758051043,0.67635954,J
0.818171343,0.363167794,0.979322037,0.081213137,F
0.621507998,0.967561894,0.240437954,0.316328808,L
0.361150339,0.444776153,0.852589964,0.843601499,B
0.086543917,0.169993347,0.016473768,0.936782075,G
0.813787792,0.41187546,0.81955259,0.289229159,R
0.468312541,0.393179713,0.908599102,0.8542691,Q
0.267018478,0.041093408,0.424025161,0.110338605,D
0.824584588,0.110521677,0.883091119,0.242786331,H
0.429275706,0.290888531,0.283534086,0.518006115,J
0.542508622,0.026231313,0.612401457,0.868148362,F
0.084600377,0.448509512,0.945186984,0.213921603,L
0.193217239,0.607739468,0.27367422,0.357206609,B
0.385823764,0.017329276,0.657224382,0.897136442,G
0.731874061,0.858574921,0.999213278,0.660543397,R
0.577754297,0.041681278,0.761669641,0.473823438,Q
0.327027139,0.955039304,0.803105951,0.047841042,D
0.595033337,0.418775136,0.201478322,0.203879349,H
0.035415911,0.001432541,0.128577287,0.991224897,J
0.962591002,0.894516405,0.829727162,0.861237595,F
0.684439909,0.242000321,0.465102945,0.315891722,L
0.778135229,0.292449184,0.682777927,0.789558304,B
0.418456011,0.486881429,0.784429774,0.716819246,G
0.227822732,0.361197368,0.531446979,0.422267378,R
0.723909505,0.91569264,0.622010074,0.664083822,Q
0.002635309,0.758615093,0.669992524,0.614732205,D
0.086839392,0.595040836,0.301318352,0.032080648,H
0.933155503,0.338052118,0.122265204,0.806357467,J
0.211150655,0.393118289,0.04798924,0.602061961,F
0.510069118,0.972669068,0.490768729,0.427855185,L
0.807699338,0.306734917,0.524475101,0.570437714,B
0.631191434,0.199846726,0.616901717,0.956907143,G
0.519557148,0.425556236,0.999453681,0.353842722,R
0.551493424,0.957134296,0.051000385,0.949874849,Q
0.639577177,0.198889138,0.025537574,0.087090644,D
0.050578868,0.958735295,0.515096132,0.756611792,H
0.4795969,0.236412606,0.179352663,0.493409594,J
0.307665088,0.949852915,0.605604771,0.884269398,F
0.71461698,0.492702815,0.366611622,0.48815973,L
0.966404512,0.34920612,0.897596064,0.549540927,B
0.399621133,0.395590691,0.764178284,0.33027279,G
0.954555094,0.715012599,0.766925714,0.462303103,R
0.197735967,0.806536195,0.776565106,0.179101087,Q
0.772196852,0.630044771,0.791401505,0.877562783,D
0.600666117,0.744933186,0.07913123,0.49352665,H
0.341332046,0.628903217,0.572587049,0.093650845,J
0.369639169,0.574162631,0.727143234,0.350231477,F
0.789800126,0.043261984,0.434953737,0.173744096,L
0.905146956,0.026929354,0.053207804,0.702916186,B
0.679466478,0.425795499,0.815030036,0.152335716,G
0.644521895,0.322103283,0.070943124,0.427016296,R
0.68902467,0.612797016,0.79432183,0.542641034,Q
0.882294215,0.068497865,0.835690091,0.79512623,D
0.319135854,0.495293434,0.009906905,0.61888342,H
0.304591753,0.880514743,0.315509072,0.19860367,J
0.793913929,0.641154488,0.338912646,0.559705515,F
0.994796084,0.737357321,0.205442123,0.537585579,L
0.914592948,0.433140265,0.17902479,0.361481418,B
0.861132658,0.36868346,0.200313827,0.358860041,G
0.839791172,0.22159192,0.761985201,0.962220349,R
0.285371184,0.509849945,0.420266565,0.4344751,Q
0.708120391,0.243520894,0.092292437,0.215872859,D
0.683517641,0.018642178,0.427245512,0.292555151,H
0.154624808,0.365268903,0.808213987,0.085010987,J
0.44706967,0.764392064,0.4769384,0.622470832,F
0.190478975,0.551629463,0.237634137,0.368150457,L
0.076537033,0.090189058,0.087092851,0.253054083,B
0.347039807,0.792100085,0.651648407,0.641796008,G
0.868539967,0.370256513,0.548104715,0.213690913,R
0.906203189,0.055708615,0.529638335,0.327509812,Q
0.263675733,0.324452957,0.001744055,0.298810243,D
0.964160414,0.233650774,0.177659304,0.851536396,H
0.698338473,0.031295806,0.605067374,0.965345445,J
0.303786676,0.553523832,0.164772453,0.468294001,F
0.010674244,0.609803971,0.486921116,0.142531101,L
0.482467211,0.668353646,0.461785312,0.681773957,B
0.442918868,0.678679309,0.200879651,0.132919633,G
0.739222222,0.807105922,0.226000356,0.25440882,R
0.017805666,0.321430675,0.102571261,0.944321485,Q
0.121787749,0.096205925,0.062189193,0.349243229,D
0.765868982,0.42215809,0.786276794,0.864068867,H
0.091785638,0.525485466,0.172796731,0.078783844,J
0.398289653,0.526497125,0.605166094,0.882148809,F
0.565808514,0.672076125,0.528071009,0.568514052,L
0.970892458,0.457308752,0.853019164,0.899521159,B
0.597495473,0.432975989,0.967435027,0.28034879,G
0.853106412,0.64546169,0.502162912,0.391805284,R
0.876692426,0.032861595,0.638093506,0.027830819,Q
0.718924098,0.012953211,0.105308004,0.000558258,D
0.679277933,0.317422882,0.256302766,0.61424982,H
0.759236279,0.34551883,0.705953589,0.317124885,J
0.347514884,0.779031962,0.170275083,0.068977955,F
0.679063699,0.862070852,0.844442173,0.860823629,L
0.559272816,0.082704745,0.154381449,0.344759171,B
0.845501274,0.364349515,0.822829508,0.217579624,G
0.105700264,0.750024591,0.547303357,0.881763894,R
0.7287107,0.018550521,0.80940836,0.080227955,Q
0.034206119,0.191228968,0.687700133,0.550078184,D
0.131589857,0.71880348,0.541277284,0.595858285,H
0.316758951,0.820916831,0.898522174,0.221507705,J
0.485894025,0.111708114,0.73315417,0.606835076,F
0.366306106,0.868047367,0.202417205,0.717351961,L
0.474845552,0.246071976,0.853651577,0.076656757,B
0.160604093,0.939487262,0.316954055,0.558567144,G
0.956573144,0.927324207,0.351716913,0.729424946,R
0.458519481,0.098462558,0.674729744,0.194918836,Q
0.463595736,0.905003413,0.304326087,0.408581615,D
0.555279842,0.606733752,0.363990648,0.230400988,H
0.983221779,0.510717201,0.849222803,0.132917652,J
0.649342923,0.887196178,0.176718076,0.828683701,F
0.016405889,0.232736455,0.537221153,0.563490082,L
0.048289133,0.998652,0.271325678,0.870156781,B
0.639769751,0.522359806,0.763906023,0.846693077,G
0.21968477,0.432171567,0.078444491,0.478231216,R
0.824775676,0.364647025,0.588483695,0.730207379,Q
0.003317336,0.958756102,0.6837569,0.263516859,D
0.534917905,0.296294913,0.321990547,0.595195711,H
0.564378427,0.09668733,0.445592038,0.021199632,J
0.834486001,0.427277236,0.146480106,0.708696745,F
0.080319071,0.129895792,0.152904373,0.929094771,L
0.95715722,0.880849397,0.871055072,0.543860613,B
0.649720921,0.332063926,0.882799348,0.509844444,G
0.89962141,0.971464956,0.646887781,0.080278635,R
0.948552146,0.739723086,0.095568269,0.830061399,Q
0.230958181,0.028089678,0.520552802,0.693766705,D
0.927478225,0.649826746,0.540373277,0.572707527,H
0.936312272,0.055467527,0.386247527,0.38687614,J
0.29419731,0.033025103,0.552443798,0.150829105,F
0.825533073,0.620407144,0.909293744,0.970495823,L
0.161297371,0.649096264,0.444552689,0.2394163,B
0.788272357,0.175034227,0.339970112,0.934848027,G
0.868887116,0.578890826,0.795811805,0.205384899,R
0.5016472,0.963190974,0.484357287,0.2696107,Q
0.96552789,0.428780179,0.832554815,0.683875688,D
0.326030223,0.959341053,0.478680703,0.813833417,H
0.794318325,0.941638166,0.641873179,0.782190246,J
0.619460965,0.923838293,0.673558546,0.691451432,F
0.399532962,0.280611696,0.688866304,0.011057592,L
0.644479238,0.123086598,0.070520023,0.154691368,B
0.180906795,0.639922029,0.996145632,0.241829882,G
0.29298275,0.930649809,0.436503414,0.685124268,R
0.46215263,0.551183538,0.534957363,0.979275956,Q
0.459588512,0.13679611,0.350319231,0.774999277,D
0.332050761,0.359451725,0.541147443,0.941122568,H
0.125872925,0.230239944,0.473839734,0.830164335,J
0.738262774,0.587191207,0.635345083,0.455891731,F
0.033848503,0.307540641,0.388044858,0.673278387,L
0.493159994,0.031133041,0.007070131,0.066200039,B
0.778619468,0.136163308,0.825529705,0.31216864,G
0.32675005,0.614148463,0.615758509,0.312409757,R
0.239611015,0.764956423,0.599759175,0.059352087,Q
0.785786059,0.998793276,0.622300674,0.549930496,D
0.348359421,0.339491478,0.054807776,0.928112308,H
0.716623702,0.334812269,0.331034247,0.431198926,J
0.160200034,0.393900109,0.321364004,0.200155063,F
0.869867812,0.464844159,0.695209109,0.467748017,L
0.26503754,0.055812585,0.328956497,0.058076834,B
0.829749543,0.504553745,0.36618139,0.903886865,G
0.24161054,0.624839417,0.899577164,0.853447563,R
0.558906156,0.895149363,0.48126672,0.325658661,Q
0.63148515,0.324449284,0.79433647,0.449097099,D
0.992508025,0.155762218,0.304351357,0.369231602,H
0.901450869,0.104503428,0.028017007,0.708544098,J
0.442133118,0.642714132,0.028282076,0.202992422,F
0.865552684,0.168106998,0.72364791,0.806491943,L
0.141507631,0.507034079,0.774583801,0.884650721,B
0.973776058,0.829766987,0.889314174,0.106124238,G
0.597520098,0.652739957,0.602691945,0.581131396,R
0.777716969,0.364569891,0.466104497,0.29429737,Q
0.324630767,0.480662712,0.520812239,0.004887681,D
0.765923621,0.89754497,0.246313069,0.293248102,H
0.240790948,0.65204388,0.154262831,0.581811628,J
0.728698201,0.366697964,0.581611647,0.164860858,F
0.62957442,0.575522479,0.581204499,0.586132877,L
0.548131905,0.062568708,0.811675931,0.881574773,B
0.965547019,0.928035503,0.177143158,0.829721675,G
0.964428418,0.100389415,0.138081197,0.063163205,R
0.245568684,0.164835619,0.768328988,0.014670947,Q
0.275096662,0.258838652,0.74704027,0.371291913,D
0.447441873,0.018662966,0.983727992,0.195673039,H
0.10728842,0.917464381,0.696899145,0.934758604,J
0.850780119,0.660343102,0.609593289,0.184924909,F
0.348365974,0.675229114,0.113746998,0.157257948,L
0.245429973,0.959604773,0.814950654,0.775329229,B
0.836261547,0.202448587,0.817338001,0.135880877,G
0.681483591,0.665695922,0.776898846,0.481552877,R
0.150027516,0.249655417,0.035985424,0.131054737,Q
0.957462684,0.078975813,0.603671595,0.559364286,D
0.543311662,0.68618838,0.548921587,0.174923331,H
0.110083569,0.243335138,0.009604348,0.233308035,J
0.56253179,0.03979415,0.229131314,0.071534582,F
0.489987265,0.73374753,0.910111744,0.196011876,L
0.285979022,0.398469411,0.712380261,0.874611675,B
0.269487569,0.840224048,0.17539187,0.59927591,G
0.241480078,0.924203806,0.054330852,0.620920196,R
0.251887446,0.070799889,0.860495063,0.913016859,Q
0.823076142,0.131593211,0.206929733,0.96820186,D
0.378492665,0.360548928,0.573044221,0.376625515,H
0.2216159,0.476484784,0.48260253,0.579498921,J
0.68625913,0.576023885,0.911829831,0.676998402,F
0.631092033,0.201428543,0.994998736,0.794410774,L
0.936658464,0.975399302,0.068857421,0.689414402,B
0.963797377,0.372574127,0.694334024,0.163012953,G
0.039082369,0.657405675,0.659390186,0.363887788,R
0.559318502,0.735965837,0.921827582,0.031961499,Q
0.949281503,0.690611363,0.087466725,0.644287566,D
0.282545894,0.610113683,0.893657156,0.162286348,H
0.508317931,0.900236454,0.426404648,0.728758235,J
0.556119677,0.401131505,0.722312278,0.968553451,F
0.102222258,0.66980054,0.996105136,0.987911928,L
0.591872765,0.363426841,0.110524707,0.659275058,B
0.74309331,0.009379495,0.340401756,0.074885602,G
0.357000263,0.552565619,0.015332817,0.600811196,R
0.24496428,0.484442669,0.167147696,0.952898882,Q
0.424131972,0.140411759,0.705211875,0.762969438,D
0.263027202,0.801042689,0.887112999,0.580980588,H
0.609025972,0.680859992,0.385746824,0.954846187,J
0.472625054,0.376078464,0.74606876,0.317616285,F
0.054451138,0.08795087,0.607234052,0.253790632,L
0.901446437,0.369682978,0.991169447,0.251317223,B
0.311776379,0.817684652,0.999942132,0.760911421,G
0.471455568,0.499409069,0.19146142,0.516157147,R
0.777549597,0.470697849,0.272998879,0.895690749,Q
0.396596362,0.686465284,0.537949811,0.245100934,D
0.177490625,0.276962989,0.665761513,0.180559396,H
0.720444698,0.672263692,0.268734365,0.69244855,J
0.793071884,0.878270788,0.528054049,0.60661307,F
0.754269273,0.606899497,0.871570523,0.40730487,L
0.331403888,0.997929403,0.746172854,0.642002442,B
0.503130695,0.873723892,0.456100721,0.209276883,G
0.792936499,0.674247101,0.245070204,0.596518454,R
0.427174849,0.315143542,0.880618747,0.213127029,Q
0.922217189,0.587331028,0.444348989,0.17603518,D
0.550854445,0.334252091,0.860476823,0.072175331,H
0.911359058,0.353374443,0.220686014,0.511936978,J
0.502583337,0.171933269,0.079375433,0.315577749,F
0.602592305,0.346578786,0.142443669,0.134257269,L
0.767287185,0.846068974,0.14073076,0.55750876,B
0.585706774,0.85407681,0.443832696,0.76480995,G
0.210627508,0.162512361,0.879212065,0.665944219,R
0.585654883,0.649951483,0.952072851,0.509994145,Q
0.675760564,0.393020847,0.42934235,0.910689318,D
0.303056937,0.134072066,0.968588702,0.80606721,H
0.580351846,0.508373198,0.343896282,0.846931095,J
0.377383853,0.059011065,0.347631984,0.191053526,F
0.782540219,0.24845324,0.777845063,0.648435126,L
0.577200895,0.033829892,0.058863641,0.096087371,B
0.038794631,0.560281385,0.894955257,0.781153658,G
0.142251368,0.916499192,0.72747504,0.16397118,R
0.388558355,0.201961107,0.569375508,0.994996347,Q
0.893860591,0.276968273,0.645333415,0.504675745,D
0.115230971,0.626532127,0.440330723,0.183241833,H
0.115840593,0.182418908,0.992963202,0.318359702,J
0.501336535,0.895694126,0.30241347,0.566938187,F
0.87730349,0.636000987,0.222200888,0.614304024,L
0.063057873,0.828009569,0.535007519,0.982371513,B
0.115196269,0.958871777,0.515856997,0.027885299,G
0.30962088,0.435678879,0.286861856,0.892036646,R
0.699109489,0.452616058,0.438595865,0.747172219,Q
0.079159123,0.48371261,0.478931592,0.866588137,D
0.103223449,0.159692051,0.059148628,0.551930636,H
0.871314965,0.397980729,0.272511484,0.478824356,J
0.418140436,0.008618305,0.971377828,0.288323275,F
0.103867611,0.196855659,0.761085039,0.641733447,L
0.530186469,0.989258836,0.294646888,0.260025299,B
0.622551081,0.517330412,0.581991831,0.612186823,G
0.546917767,0.232729381,0.459141821,0.702088007,R
0.223800022,0.428257496,0.171157578,0.377228976,Q
0.165922034,0.162673254,0.576891685,0.43402092,D
0.544133149,0.566116204,0.077126592,0.282511585,H
0.32120041,0.039541534,0.732714485,0.67354977,J
0.649622731,0.836298303,0.115122892,0.41736911,F
0.577038067,0.811013989,0.43164868,0.498775154,L
0.442644862,0.834718723,0.324022607,0.907928673,B
0.787883644,0.917443395,0.433634411,0.588782518,G
0.93786413,0.642152051,0.231873529,0.483657386,R
0.654391383,0.891712435,0.899976936,0.538317872,Q
0.67692228,0.087858507,0.839147354,0.058186221,D
0.337780611,0.18123621,0.864367654,0.385870072,H
0.964842022,0.201838791,0.250699761,0.927319709,J
0.980761127,0.667753048,0.017168221,0.850618878,F
0.035211316,0.646238856,0.231986476,0.403395566,L
0.494581949,0.857434741,0.004603099,0.632021393,B
0.333932546,0.638129711,0.413577834,0.676445427,G
0.106779567,0.929364085,0.327370467,0.973087934,R
0.034651046,0.416387384,0.766065908,0.278144572,Q
0.954491804,0.023197049,0.882387978,0.931872756,D
0.78760253,0.612319313,0.612231484,0.070906323,H
0.733675267,0.644234107,0.459677552,0.647958877,J
0.178606362,0.445646921,0.991017496,0.308856193,F
0.980555444,0.247367203,0.011421812,0.898974558,L
0.13065012,0.77802729,0.700163499,0.594470233,B
0.519381956,0.777566089,0.83860976,0.066602585,G
0.536877946,0.812803325,0.774940501,0.279276563,R
0.52583245,0.3174671,0.960271974,0.289294659,Q
0.199282236,0.472531061,0.756154536,0.42100885,D
0.707971661,0.902962487,0.143102632,0.857094911,H
0.500028663,0.744511075,0.337382499,0.221737476,J
0.48449579,0.693918643,0.561211963,0.555172799,F
0.803515208,0.745948908,0.267869488,0.922117751,L
0.177263193,0.236664633,0.663456568,0.68119475,B
0.677881281,0.557549835,0.056020388,0.657108808,G
0.232628108,0.103650102,0.705349078,0.554311147,R
0.545477112,0.255666379,0.74018741,0.740283571,Q
0.328137364,0.963206656,0.185509095,0.187682805,D
0.299043868,0.869096837,0.813116908,0.220183473,H
0.036607987,0.272981409,0.444832054,0.995789892,J
0.82576037,0.207595405,0.951210204,0.325537248,F
0.779722507,0.237640468,0.560837285,0.381056271,L
0.369346996,0.177180732,0.817262589,0.061948709,B
0.353282176,0.146098546,0.621463662,0.609196007,G
0.718286944,0.524900775,0.752620943,0.183996457,R
0.845048932,0.508732523,0.742183717,0.804654947,Q
0.404671495,0.081272158,0.733718802,0.731287874,D
0.750333663,0.613974263,0.396948738,0.899758504,H
0.795867609,0.400303142,0.572730214,0.966970667,J
0.561012592,0.927616264,0.725605597,0.747464728,F
0.305757689,0.424320518,0.752599249,0.350163192,L
0.434477237,0.562673137,0.822872638,0.522071522,B
0.120442016,0.348378821,0.676309302,0.457806605,G
0.815359457,0.466180131,0.554633754,0.043451003,R
0.933213812,0.054529315,0.340036353,0.492576418,Q
0.24389626,0.981387255,0.88866859,0.703158099,D
0.705059785,0.806802535,0.406871495,0.433079016,H
0.444731385,0.249414153,0.210553566,0.663761688,J
0.288321104,0.376093989,0.661640353,0.31902178,F
0.256622755,0.478992376,0.868721132,0.632662357,L
0.216266207,0.377272234,0.371812311,0.707609462,B
0.526961754,0.149340059,0.74970233,0.157275206,G
0.331527718,0.914392193,0.904517846,0.642025092,R
0.883513064,0.544222365,0.80333368,0.702963713,Q
0.518017031,0.165533697,0.503514189,0.988016952,D
0.026233529,0.939912169,0.710299263,0.616071834,H
0.147813514,0.881348261,0.616415616,0.018312263,J
0.554631724,0.769264463,0.707026353,0.979013028,F
0.795855414,0.080675643,0.492167022,0.894404836,L
0.178185864,0.682418263,0.504152255,0.135025488,B
0.562827886,0.549154711,0.203727568,0.226325748,G
0.72224894,0.984406809,0.009845484,0.431509253,R
0.320527955,0.871186098,0.010252406,0.260754039,Q
0.602132184,0.571028254,0.736751013,0.071302324,D
0.770925428,0.184162155,0.783387432,0.925641381,H
0.495397662,0.703251719,0.69436666,0.133971303,J
0.80316024,0.282398777,0.476644928,0.795000829,F
0.16983195,0.311149735,0.448529576,0.764972805,L
0.608966025,0.229902932,0.108849156,0.854732384,B
0.486972047,0.466391925,0.93593985,0.527443408,G
0.383312174,0.730139426,0.142082117,0.589625794,R
0.485701504,0.700543246,0.041444244,0.062916438,Q
0.831783123,0.73559633,0.099877332,0.584647241,D
0.021436328,0.289414656,0.722161472,0.836248556,H
0.092830323,0.54679598,0.306520006,0.170870664,J
0.438193778,0.202888013,0.348276917,0.572115715,F
0.252269889,0.113547728,0.331936174,0.09772639,L
0.102400781,0.924412417,0.68668284,0.930414211,B
0.213356376,0.381523017,0.917696469,0.613892335,G
0.562572529,0.84809904,0.083177815,0.7542711,R
0.564405669,0.783144344,0.518523979,0.184804334,Q
0.578851988,0.997170831,0.138096331,0.100453272,D
0.934936505,0.34968058,0.026344883,0.132221048,H
0.779926473,0.82118079,0.189811623,0.392183136,J
0.79995735,0.798674243,0.537289591,0.972176043,F
0.29261257,0.700988163,0.205725999,0.535545771,L
0.686206557,0.622814695,0.930410557,0.012736698,B
0.042047155,0.928952403,0.964499314,0.144546944,G
0.064863494,0.631476941,0.686823761,0.555333396,R
0.218935684,0.852814701,0.480482781,0.659851516,Q
0.776936946,0.631484781,0.396124426,0.823555968,D
0.457808793,0.302472376,0.676225078,0.934521497,H
0.67480777,0.514247691,0.981364711,0.455836208,J
0.025156281,0.029375342,0.518942943,0.42190255,F
0.931275192,0.189840868,0.753860951,0.334572869,L
0.865381333,0.160284385,0.104885328,0.582659534,B
0.531350787,0.971203544,0.839783616,0.659084823,G
0.88661799,0.399484337,0.637406781,0.225955074,R
0.451537353,0.749967547,0.344052508,0.764444866,Q
0.157932069,0.806244269,0.526126331,0.915820974,D
0.482776172,0.663557308,0.450252538,0.361534847,H
0.068604704,0.183948522,0.832505793,0.841547543,J
0.936167491,0.015637402,0.924831891,0.16222537,F
0.917250048,0.53849298,0.172680728,0.746807648,L
0.290327791,0.314053944,0.27622574,0.29765434,B
0.183633264,0.920766461,0.911006892,0.432814693,G
0.203516915,0.104485439,0.247961275,0.798706274,R
0.448071368,0.103958537,0.083742606,0.539244111,Q
0.787766626,0.735203298,0.404657124,0.185989467,D
0.319469933,0.180155821,0.275038676,0.388442283,H
0.076163573,0.726449846,0.729515671,0.315841129,J
0.164385115,0.068298571,0.457234435,0.259133308,F
0.239008889,0.201903609,0.149422654,0.558952611,L
0.295304756,0.39178979,0.382821538,0.382578588,B
0.757563681,0.669917736,0.128794713,0.136781088,G
0.360427936,0.281153146,0.294251584,0.434629388,R
0.594990292,0.818450807,0.95486508,0.220724603,Q
0.104595281,0.497613616,0.427087476,0.203985493,D
0.298670515,0.454666745,0.030401644,0.929243618,H
0.862243222,0.492941144,0.256794359,0.623054197,J
0.756176151,0.32647029,0.46779065,0.717316252,F
0.290494841,0.483478214,0.702327581,0.184299899,L
0.341059906,0.508459417,0.02488284,0.826097506,B
0.977064781,0.13636502,0.148519656,0.791282304,G
0.481235471,0.419641761,0.040080594,0.211353678,R
0.323965723,0.670384063,0.271196573,0.531506827,Q
0.356457477,0.58205374,0.702680096,0.327461089,D
0.722775405,0.025680557,0.955945502,0.726397574,H
0.090328669,0.731774198,0.479908165,0.975379642,J
0.864350633,0.999112326,0.26335885,0.911663542,F
0.975581568,0.766922508,0.941645036,0.523196042,L
0.099123435,0.588514526,0.497965796,0.16299308,B
0.303938249,0.484326458,0.17417946,0.81099849,G
0.248559952,0.406044473,0.988085994,0.334241784,R
0.932893253,0.739895007,0.598541646,0.245787564,Q
0.967869405,0.351974508,0.652510966,0.682788309,D
0.944549892,0.529114926,0.198096298,0.181092411,H
0.872435922,0.548034517,0.339539923,0.940656742,J
0.483862685,0.678068395,0.112811239,0.414934675,F
0.646362031,0.24655102,0.84693754,0.02309921,L
0.138702441,0.241855143,0.367553347,0.464719006,B
0.572517853,0.106700562,0.847009178,0.387633101,G
0.917050172,0.507842055,0.379446445,0.403037432,R
0.598132651,0.992341398,0.806792223,0.633041971,Q
0.176569994,0.640327842,0.818181524,0.702646809,D
0.585215827,0.982467171,0.54543708,0.028572781,H
0.530976272,0.500541045,0.001815464,0.150130212,J
0.84312316,0.430984701,0.600317131,0.973661692,F
0.102466117,0.384250675,0.36975573,0.785721282,L
0.473727897,0.754655014,0.709439846,0.83696117,B
0.333570777,0.282688465,0.888117155,0.25535266,G
0.950327218,0.476756197,0.140574733,0.629396995,R
0.500356931,0.105062075,0.086447168,0.731073629,Q
0.905948026,0.543438649,0.730920298,0.610556419,D
0.712242706,0.437047564,0.627978935,0.006409348,H
0.296003422,0.67296485,0.740343118,0.46337712,J
0.839634518,0.333772732,0.000959865,0.730680492,F
0.422876404,0.779373074,0.131476497,0.628477387,L
0.526316974,0.624649805,0.662777663,0.043455544,B
0.35125025,0.341586359,0.143351598,0.210893253,G
0.372098773,0.006099356,0.369868793,0.392461174,R
0.73790038,0.567184574,0.899794511,0.04710813,Q
0.265052904,0.642468618,0.603988353,0.519015069,D
0.652546166,0.323890815,0.680530149,0.119774979,H
0.879454094,0.616042531,0.019882107,0.91130714,J
0.167242775,0.548066935,0.371792711,0.80359754,F
0.084468423,0.236687843,0.82330458,0.016815887,L
0.995283612,0.768568339,0.408295112,0.426830062,B
0.880877707,0.929812275,0.733625304,0.137542344,G
0.374339317,0.792052935,0.664659751,0.449312596,R
0.667603094,0.890304026,0.271545923,0.810019561,Q
0.438585801,0.013236634,0.469636582,0.510220737,D
0.819672627,0.326628786,0.378544793,0.186055836,H
0.347929407,0.524398495,0.354561928,0.84049254,J
0.681051579,0.749016218,0.687300333,0.684531972,F
0.36293961,0.170405462,0.592146728,0.507473486,L
0.750398643,0.627649063,0.144781956,0.454582913,B
0.967279293,0.936864945,0.660965405,0.313546081,G
0.26688083,0.828166566,0.664318677,0.916719859,R
0.298083973,0.366251848,0.236035286,0.090689079,Q
0.569688985,0.074943967,0.680245302,0.27192093,D
0.663705338,0.190180552,0.559441919,0.433127673,H
0.433881962,0.32186793,0.002830722,0.766586473,J
0.671409706,0.094358206,0.5900589,0.089071766,F
0.293072626,0.995626882,0.113253837,0.568114445,L
0.493523305,0.036575072,0.255202514,0.5166311,B
0.004077724,0.08127821,0.812184912,0.492833106,G
0.959858592,0.227079417,0.135202719,0.929269334,R
0.553708155,0.478468091,0.5785435,0.221074303,Q
0.373194115,0.013132638,0.159561336,0.383068931,D
0.996599007,0.836612847,0.471887715,0.997125216,H
